InvoiceNo,ShipmentProvider,WarehouseLocation,OrderPriority,ReturnStatus,PaymentMethod
907015,FedEx,Amsterdam,Low,Not Returned,paypall
185774,Royal Mail,London,Medium,Not Returned,paypall
488518,UPS,Berlin,High,Not Returned,paypall
298522,DHL,Rome,Low,Not Returned,Bank Transfer
320357,UPS,London,Low,Not Returned,paypall
512672,Royal Mail,Rome,High,Not Returned,Credit Card
977550,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
165942,FedEx,Amsterdam,Medium,Not Returned,paypall
637977,UPS,Berlin,Medium,Not Returned,Credit Card
657564,UPS,Amsterdam,Medium,Not Returned,paypall
609565,DHL,Amsterdam,High,Returned,Bank Transfer
622552,FedEx,Berlin,Medium,Not Returned,Bank Transfer
726256,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
513089,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
899482,UPS,Rome,High,Not Returned,Bank Transfer
690504,DHL,Amsterdam,High,Not Returned,paypall
839804,FedEx,Paris,Low,Not Returned,paypall
446184,DHL,Paris,Medium,Not Returned,Bank Transfer
645932,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
162021,DHL,Amsterdam,High,Not Returned,Credit Card
792485,DHL,Berlin,Medium,Not Returned,Credit Card
560115,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
142291,Royal Mail,Berlin,Medium,Not Returned,paypall
528276,Royal Mail,Amsterdam,High,Not Returned,Credit Card
494754,FedEx,Amsterdam,Medium,Not Returned,paypall
403664,Royal Mail,London,High,Not Returned,Credit Card
125675,Royal Mail,London,High,Not Returned,paypall
773647,UPS,Berlin,Low,Not Returned,Credit Card
362318,UPS,London,Low,Not Returned,Bank Transfer
192268,FedEx,Rome,Medium,Not Returned,Bank Transfer
397142,DHL,Rome,Low,Not Returned,Bank Transfer
808672,DHL,Amsterdam,Low,Not Returned,Bank Transfer
729698,Royal Mail,Paris,Medium,Not Returned,Credit Card
437369,UPS,Amsterdam,Low,Not Returned,Bank Transfer
931246,Royal Mail,Berlin,Medium,Not Returned,paypall
447235,DHL,London,Low,Not Returned,Bank Transfer
412863,DHL,Amsterdam,Low,Not Returned,Credit Card
229887,UPS,London,Medium,Not Returned,Bank Transfer
396063,UPS,Amsterdam,High,Not Returned,Bank Transfer
435299,DHL,Paris,High,Not Returned,paypall
433713,UPS,London,Medium,Not Returned,Credit Card
927760,FedEx,Rome,Low,Not Returned,paypall
301554,FedEx,Amsterdam,High,Returned,Bank Transfer
911050,FedEx,Rome,Low,Not Returned,Credit Card
658963,FedEx,Berlin,Low,Not Returned,paypall
595010,Royal Mail,Paris,High,Not Returned,Credit Card
905351,DHL,Amsterdam,Low,Not Returned,Credit Card
890605,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
471513,DHL,Rome,Medium,Not Returned,paypall
912832,DHL,Amsterdam,Medium,Not Returned,Credit Card
281517,DHL,Amsterdam,High,Not Returned,Bank Transfer
170305,FedEx,Paris,Medium,Not Returned,Credit Card
792924,DHL,Amsterdam,High,Not Returned,paypall
539030,DHL,Rome,Medium,Not Returned,Bank Transfer
572963,FedEx,Rome,High,Not Returned,paypall
713079,UPS,London,High,Not Returned,Bank Transfer
259034,Royal Mail,Berlin,High,Not Returned,Credit Card
578108,DHL,Paris,Low,Not Returned,Credit Card
694821,FedEx,Rome,Low,Not Returned,Bank Transfer
287256,UPS,Paris,Low,Not Returned,Bank Transfer
576128,FedEx,Amsterdam,High,Not Returned,Bank Transfer
990023,FedEx,Rome,Medium,Not Returned,Credit Card
765938,FedEx,Rome,Medium,Not Returned,Bank Transfer
755348,DHL,Paris,High,Returned,Credit Card
773984,UPS,Berlin,High,Returned,Credit Card
925626,FedEx,London,Low,Not Returned,paypall
472047,FedEx,London,High,Not Returned,Bank Transfer
493605,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
461447,UPS,Amsterdam,Low,Not Returned,paypall
342188,DHL,Amsterdam,Low,Not Returned,Credit Card
476047,UPS,London,Low,Returned,Bank Transfer
953823,DHL,Amsterdam,High,Not Returned,paypall
337501,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
420146,UPS,Paris,High,Not Returned,Credit Card
397675,UPS,Paris,Low,Not Returned,Bank Transfer
808175,DHL,London,High,Not Returned,Credit Card
629274,UPS,London,Medium,Not Returned,Bank Transfer
918730,FedEx,Berlin,High,Not Returned,paypall
363625,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
942840,FedEx,Rome,High,Not Returned,paypall
300339,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
746238,Royal Mail,Rome,Medium,Not Returned,paypall
225355,FedEx,Amsterdam,High,Returned,Credit Card
127798,FedEx,Paris,Low,Not Returned,Credit Card
715937,FedEx,Amsterdam,Low,Returned,Credit Card
427031,Royal Mail,Amsterdam,High,Returned,paypall
119477,FedEx,Amsterdam,Low,Not Returned,Credit Card
510482,UPS,Amsterdam,Low,Not Returned,paypall
317400,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
317060,FedEx,Paris,Medium,Not Returned,Credit Card
489959,UPS,Rome,Low,Not Returned,Bank Transfer
611181,UPS,Amsterdam,Medium,Not Returned,Credit Card
607831,Royal Mail,Paris,High,Not Returned,Bank Transfer
505105,FedEx,London,Medium,Not Returned,paypall
386479,DHL,London,High,Not Returned,paypall
448754,FedEx,Paris,Low,Not Returned,Bank Transfer
373586,FedEx,London,Low,Not Returned,Bank Transfer
932721,Royal Mail,Paris,Low,Not Returned,Bank Transfer
940179,UPS,Rome,Low,Returned,paypall
923759,FedEx,Rome,Low,Not Returned,paypall
434971,FedEx,Amsterdam,High,Not Returned,paypall
730752,DHL,Amsterdam,Medium,Not Returned,Credit Card
231184,UPS,Berlin,Medium,Not Returned,Bank Transfer
187051,UPS,London,Low,Not Returned,Bank Transfer
250653,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
345300,Royal Mail,Rome,Medium,Not Returned,paypall
684010,Royal Mail,London,Medium,Not Returned,paypall
192036,DHL,Amsterdam,Medium,Not Returned,Credit Card
852922,FedEx,London,Medium,Not Returned,Bank Transfer
247595,UPS,London,High,Not Returned,Bank Transfer
953392,UPS,Rome,Low,Not Returned,Credit Card
872997,UPS,Amsterdam,Medium,Not Returned,Credit Card
381696,Royal Mail,London,Low,Not Returned,Credit Card
616612,UPS,Amsterdam,Low,Not Returned,Credit Card
241880,DHL,Paris,High,Not Returned,paypall
335419,Royal Mail,Berlin,Low,Not Returned,Credit Card
254692,DHL,Rome,Medium,Not Returned,Credit Card
363031,UPS,Amsterdam,High,Not Returned,Bank Transfer
393946,UPS,Amsterdam,High,Not Returned,Bank Transfer
709312,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
588765,FedEx,London,Low,Not Returned,Credit Card
870097,UPS,London,Low,Not Returned,Bank Transfer
742927,DHL,Amsterdam,Low,Not Returned,Credit Card
706226,UPS,Berlin,Low,Not Returned,Credit Card
317813,Royal Mail,Paris,High,Not Returned,Bank Transfer
876388,UPS,Paris,High,Not Returned,Credit Card
484890,UPS,Berlin,High,Returned,paypall
912481,UPS,Amsterdam,High,Not Returned,Credit Card
439933,Royal Mail,Berlin,High,Not Returned,paypall
708814,FedEx,Paris,Low,Not Returned,paypall
501062,FedEx,Berlin,Low,Not Returned,Credit Card
583779,Royal Mail,London,Low,Returned,Bank Transfer
597952,FedEx,Rome,Low,Not Returned,paypall
670508,UPS,Paris,Low,Returned,paypall
932595,UPS,Amsterdam,High,Not Returned,Bank Transfer
496981,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
479270,DHL,Berlin,High,Not Returned,Credit Card
967918,Royal Mail,Amsterdam,High,Not Returned,paypall
175277,DHL,London,High,Not Returned,paypall
619570,DHL,Berlin,High,Not Returned,Bank Transfer
583455,Royal Mail,Rome,Low,Not Returned,Bank Transfer
990677,UPS,Rome,Low,Not Returned,paypall
222332,FedEx,London,High,Returned,Credit Card
334231,Royal Mail,London,High,Returned,Credit Card
647219,Royal Mail,Berlin,Low,Not Returned,Credit Card
189116,UPS,London,Medium,Not Returned,Credit Card
351671,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
942065,DHL,Amsterdam,Low,Not Returned,Credit Card
573918,DHL,Amsterdam,High,Not Returned,Credit Card
676201,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
874504,FedEx,London,Medium,Not Returned,Bank Transfer
719064,UPS,Amsterdam,Medium,Not Returned,Credit Card
125991,FedEx,Rome,Medium,Not Returned,Bank Transfer
614265,Royal Mail,Paris,Medium,Not Returned,Credit Card
810205,FedEx,London,Low,Returned,Credit Card
728380,DHL,Amsterdam,Low,Not Returned,Credit Card
329577,DHL,Berlin,Low,Not Returned,paypall
810672,FedEx,Berlin,Low,Not Returned,paypall
503777,DHL,Rome,High,Returned,paypall
861401,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
195556,Royal Mail,London,High,Not Returned,Bank Transfer
949307,FedEx,Amsterdam,Medium,Returned,Bank Transfer
256989,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
424264,UPS,Berlin,Low,Not Returned,Bank Transfer
495204,UPS,London,Medium,Not Returned,Bank Transfer
606961,Royal Mail,London,High,Not Returned,Credit Card
996473,UPS,Paris,High,Not Returned,paypall
752755,DHL,Amsterdam,Medium,Not Returned,Credit Card
620616,FedEx,Amsterdam,Medium,Not Returned,Credit Card
507472,UPS,Rome,Low,Not Returned,Credit Card
480634,FedEx,Rome,Low,Not Returned,Bank Transfer
843088,Royal Mail,Rome,Low,Not Returned,Credit Card
750443,DHL,London,Medium,Not Returned,Bank Transfer
390374,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
598682,UPS,Paris,Low,Not Returned,paypall
159778,DHL,Paris,Medium,Not Returned,Bank Transfer
145833,FedEx,London,Low,Not Returned,Bank Transfer
909057,UPS,Amsterdam,Medium,Not Returned,Credit Card
656376,FedEx,Paris,Medium,Not Returned,paypall
835010,DHL,Amsterdam,Low,Returned,Credit Card
466081,UPS,Berlin,Low,Not Returned,paypall
564507,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
296375,UPS,Rome,Medium,Not Returned,Credit Card
176361,DHL,Amsterdam,Low,Not Returned,paypall
450373,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
235189,UPS,Rome,Medium,Returned,paypall
714553,DHL,Berlin,Medium,Not Returned,Credit Card
622154,DHL,Paris,High,Not Returned,Credit Card
722006,DHL,Amsterdam,Low,Not Returned,paypall
422854,FedEx,London,Low,Not Returned,paypall
719164,DHL,Rome,High,Not Returned,Credit Card
130949,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
837242,FedEx,Amsterdam,Low,Not Returned,paypall
954568,Royal Mail,Paris,Medium,Returned,Bank Transfer
211541,DHL,Rome,Low,Not Returned,Bank Transfer
819979,FedEx,Paris,Medium,Not Returned,Credit Card
161842,FedEx,Rome,Medium,Not Returned,Bank Transfer
588019,DHL,London,Low,Not Returned,Credit Card
332930,UPS,Amsterdam,Low,Returned,Credit Card
389134,FedEx,Berlin,Low,Not Returned,Bank Transfer
771553,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
392253,Royal Mail,Berlin,Medium,Not Returned,paypall
230356,DHL,Paris,Medium,Returned,Bank Transfer
868917,DHL,London,Low,Not Returned,Bank Transfer
837090,Royal Mail,London,High,Not Returned,Credit Card
789870,DHL,Rome,Medium,Not Returned,Credit Card
887738,UPS,Berlin,Low,Not Returned,Bank Transfer
103849,Royal Mail,Paris,Low,Not Returned,Credit Card
112360,UPS,Paris,Low,Not Returned,Credit Card
473216,FedEx,London,High,Not Returned,Bank Transfer
877567,FedEx,Rome,Low,Not Returned,Bank Transfer
719055,Royal Mail,Berlin,Medium,Not Returned,Credit Card
361445,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
801160,FedEx,Paris,Low,Not Returned,paypall
621658,DHL,Rome,Low,Not Returned,Bank Transfer
530179,Royal Mail,Berlin,High,Not Returned,Credit Card
154330,UPS,London,High,Not Returned,Bank Transfer
151707,FedEx,London,Medium,Not Returned,Credit Card
380833,UPS,Amsterdam,High,Not Returned,paypall
653372,Royal Mail,Paris,High,Not Returned,Credit Card
140387,UPS,Berlin,High,Not Returned,paypall
961248,FedEx,Paris,Medium,Not Returned,Credit Card
626930,FedEx,Berlin,Medium,Not Returned,Credit Card
928569,UPS,Berlin,Low,Not Returned,Credit Card
573048,DHL,Paris,High,Not Returned,paypall
286633,UPS,Rome,Low,Not Returned,paypall
948692,UPS,Amsterdam,High,Not Returned,paypall
770798,FedEx,London,Medium,Not Returned,Credit Card
934874,Royal Mail,Paris,Low,Not Returned,paypall
989493,FedEx,London,Low,Not Returned,Bank Transfer
496210,DHL,Berlin,Low,Not Returned,paypall
878799,UPS,Paris,Low,Not Returned,Credit Card
487988,Royal Mail,London,High,Not Returned,paypall
461719,DHL,Paris,Low,Not Returned,paypall
888245,Royal Mail,Rome,Low,Not Returned,Credit Card
979459,UPS,Amsterdam,Low,Not Returned,Credit Card
184381,FedEx,Amsterdam,High,Not Returned,Credit Card
874168,Royal Mail,Paris,High,Not Returned,Bank Transfer
941708,FedEx,Berlin,Low,Not Returned,Credit Card
927675,UPS,Rome,High,Not Returned,Credit Card
293984,FedEx,Amsterdam,Medium,Returned,paypall
160272,DHL,Berlin,Medium,Not Returned,paypall
595916,FedEx,Amsterdam,Low,Not Returned,paypall
797411,DHL,Amsterdam,Low,Not Returned,paypall
838096,FedEx,London,Low,Not Returned,Credit Card
353091,FedEx,Rome,High,Not Returned,paypall
952050,DHL,Amsterdam,Low,Not Returned,Bank Transfer
364064,DHL,Amsterdam,Low,Not Returned,Credit Card
206121,FedEx,Rome,High,Not Returned,Credit Card
570435,UPS,Paris,High,Returned,Credit Card
701160,FedEx,London,Medium,Not Returned,paypall
967564,DHL,Berlin,Medium,Returned,paypall
364237,DHL,London,Low,Not Returned,Bank Transfer
375049,FedEx,Paris,High,Not Returned,paypall
746047,FedEx,Paris,Medium,Not Returned,Bank Transfer
517567,FedEx,Amsterdam,Medium,Not Returned,Credit Card
393125,Royal Mail,London,Medium,Not Returned,Bank Transfer
960335,FedEx,Amsterdam,High,Not Returned,Bank Transfer
957253,DHL,Paris,High,Not Returned,Bank Transfer
471344,UPS,Paris,Medium,Returned,paypall
182289,FedEx,Berlin,High,Not Returned,paypall
740794,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
702801,Royal Mail,Rome,Low,Not Returned,Credit Card
513090,DHL,Rome,Low,Not Returned,Bank Transfer
806291,DHL,Paris,High,Not Returned,Credit Card
500890,DHL,London,Low,Not Returned,Bank Transfer
412660,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
359480,FedEx,Rome,Low,Not Returned,Credit Card
886331,Royal Mail,Paris,Low,Not Returned,Bank Transfer
816046,FedEx,Amsterdam,Low,Not Returned,paypall
588067,Royal Mail,Amsterdam,Low,Returned,Bank Transfer
431356,FedEx,Paris,High,Not Returned,Bank Transfer
233498,FedEx,Amsterdam,Medium,Not Returned,paypall
354024,FedEx,London,High,Not Returned,paypall
755258,DHL,London,Medium,Returned,paypall
190009,DHL,Berlin,High,Not Returned,paypall
823858,FedEx,Amsterdam,High,Not Returned,paypall
523159,UPS,Amsterdam,High,Not Returned,Credit Card
821755,Royal Mail,Amsterdam,Medium,Not Returned,paypall
144816,Royal Mail,Berlin,Low,Not Returned,paypall
104138,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
191176,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
438089,DHL,Paris,High,Not Returned,Credit Card
890449,UPS,Amsterdam,High,Not Returned,Credit Card
896883,Royal Mail,London,Medium,Returned,Credit Card
818316,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
456007,UPS,Amsterdam,Low,Not Returned,Credit Card
896710,DHL,Rome,Low,Not Returned,Bank Transfer
321552,UPS,Rome,Medium,Returned,paypall
143764,FedEx,Berlin,Low,Not Returned,Credit Card
223030,DHL,Amsterdam,High,Not Returned,paypall
949375,FedEx,Rome,Low,Not Returned,Credit Card
719955,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
416462,FedEx,Rome,High,Not Returned,Bank Transfer
989855,UPS,Rome,High,Not Returned,paypall
466142,DHL,Amsterdam,Low,Not Returned,paypall
160128,DHL,Berlin,High,Not Returned,Bank Transfer
319128,UPS,Amsterdam,Low,Not Returned,Credit Card
908301,FedEx,Berlin,Medium,Not Returned,Bank Transfer
333540,FedEx,Amsterdam,High,Not Returned,Bank Transfer
105039,FedEx,Paris,Medium,Not Returned,Credit Card
252353,DHL,Amsterdam,Low,Not Returned,paypall
212935,FedEx,Paris,High,Not Returned,Bank Transfer
634730,DHL,Amsterdam,Low,Not Returned,Bank Transfer
960220,FedEx,Paris,High,Returned,paypall
389730,DHL,Amsterdam,Medium,Not Returned,Credit Card
153053,DHL,Berlin,Low,Not Returned,Credit Card
281561,Royal Mail,Amsterdam,Low,Not Returned,paypall
838464,DHL,London,High,Not Returned,Bank Transfer
186346,UPS,Amsterdam,High,Not Returned,paypall
429231,UPS,Berlin,Low,Not Returned,Bank Transfer
505841,FedEx,Paris,Low,Not Returned,Bank Transfer
658685,Royal Mail,London,High,Not Returned,Bank Transfer
420815,FedEx,Berlin,High,Not Returned,Credit Card
216214,DHL,Rome,Medium,Not Returned,paypall
585001,DHL,Rome,Medium,Not Returned,Credit Card
953329,Royal Mail,Rome,High,Not Returned,Bank Transfer
781509,UPS,London,Medium,Not Returned,paypall
498499,DHL,London,High,Not Returned,Credit Card
500826,Royal Mail,Paris,Low,Not Returned,paypall
536542,FedEx,London,High,Not Returned,paypall
377068,DHL,London,Medium,Returned,Credit Card
737431,DHL,Berlin,Medium,Not Returned,Credit Card
472397,Royal Mail,Paris,High,Not Returned,Credit Card
462441,DHL,Amsterdam,High,Not Returned,paypall
887301,FedEx,Rome,High,Not Returned,paypall
983520,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
887446,Royal Mail,Paris,Low,Not Returned,paypall
634391,DHL,Amsterdam,Low,Not Returned,Bank Transfer
575738,FedEx,Rome,Medium,Not Returned,Credit Card
996749,Royal Mail,Berlin,Low,Not Returned,Credit Card
526674,DHL,Paris,Low,Not Returned,Bank Transfer
182409,Royal Mail,Berlin,Medium,Not Returned,Credit Card
123248,UPS,Paris,High,Not Returned,Bank Transfer
582376,UPS,Paris,High,Not Returned,paypall
798876,FedEx,Rome,High,Not Returned,Bank Transfer
779530,UPS,Rome,High,Not Returned,paypall
108024,UPS,London,High,Not Returned,paypall
575430,FedEx,Berlin,Medium,Not Returned,Credit Card
334864,FedEx,Rome,Medium,Not Returned,Credit Card
972379,Royal Mail,London,High,Not Returned,Bank Transfer
274875,DHL,Rome,High,Not Returned,Bank Transfer
453973,Royal Mail,Rome,Medium,Not Returned,paypall
979140,Royal Mail,Berlin,High,Not Returned,Bank Transfer
973096,Royal Mail,Paris,High,Not Returned,paypall
511473,UPS,Berlin,Medium,Not Returned,Bank Transfer
243927,DHL,Rome,Medium,Not Returned,Bank Transfer
185178,DHL,Rome,Low,Not Returned,Credit Card
987553,Royal Mail,Paris,High,Not Returned,Bank Transfer
616540,Royal Mail,Rome,Low,Returned,Credit Card
906457,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
497674,UPS,Berlin,High,Not Returned,Credit Card
163610,Royal Mail,Amsterdam,High,Not Returned,Credit Card
695131,DHL,London,Low,Not Returned,Bank Transfer
731525,DHL,Paris,Low,Not Returned,Bank Transfer
577177,DHL,Paris,Low,Not Returned,Bank Transfer
805191,UPS,Amsterdam,Medium,Not Returned,Credit Card
798787,FedEx,Paris,Medium,Not Returned,Bank Transfer
587025,DHL,Berlin,Medium,Not Returned,Bank Transfer
754587,UPS,London,Low,Not Returned,Bank Transfer
531722,DHL,Amsterdam,Medium,Returned,Bank Transfer
105668,UPS,Rome,Medium,Returned,Credit Card
322542,UPS,Paris,High,Not Returned,Credit Card
278267,UPS,London,High,Not Returned,Credit Card
959665,Royal Mail,London,High,Not Returned,Credit Card
255489,FedEx,London,High,Not Returned,Bank Transfer
444126,DHL,London,Low,Not Returned,paypall
730421,Royal Mail,Paris,Low,Not Returned,Bank Transfer
897183,FedEx,Rome,Low,Returned,Bank Transfer
408362,Royal Mail,Amsterdam,High,Not Returned,Credit Card
893784,DHL,London,Low,Not Returned,Bank Transfer
834412,DHL,Amsterdam,Low,Not Returned,paypall
188835,UPS,Amsterdam,High,Not Returned,paypall
721781,FedEx,Rome,High,Not Returned,Bank Transfer
915359,DHL,Paris,Medium,Not Returned,paypall
796454,UPS,Rome,Medium,Not Returned,Credit Card
201948,DHL,Rome,Medium,Not Returned,Credit Card
285194,UPS,Amsterdam,Medium,Not Returned,Credit Card
653781,UPS,Berlin,Medium,Not Returned,Bank Transfer
566755,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
393851,Royal Mail,Rome,Medium,Not Returned,paypall
824174,UPS,Berlin,High,Not Returned,Bank Transfer
238368,Royal Mail,London,Medium,Not Returned,Credit Card
256470,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
397986,UPS,Berlin,High,Not Returned,Bank Transfer
113261,FedEx,London,High,Not Returned,paypall
176709,Royal Mail,London,Low,Not Returned,Bank Transfer
720273,DHL,Amsterdam,High,Not Returned,paypall
468760,Royal Mail,London,High,Not Returned,paypall
953605,FedEx,Paris,Medium,Not Returned,Bank Transfer
393925,FedEx,London,Medium,Not Returned,Bank Transfer
375796,DHL,Paris,Medium,Not Returned,paypall
367247,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
387644,Royal Mail,Berlin,Low,Not Returned,paypall
